tweet_id,sentiment,status
1957013896,sadness,still pity come lamb though
1957014267,sadness,sorry hear optimist thing get better u
1957014389,relief,done painting bedroom furniture still table wait move uggh moving heat
1957014493,hate,tired insomnia
1957014517,neutral,juiceegapeach hungry fool ill probably never see krispy kreme enjoy closing
1957014653,neutral,yelgiuqnayr airport didnt show tonight homo
1957014706,hate,hate bakersfield hate port let go home already want start vacation
1957015287,neutral,
1957015475,neutral,looking desktop twitter app actually let access url suggestion liked twittle
1957015719,worry,people house know close door
1957016086,surprise,completing facebook quiz time morning especially friday morning
1957016169,neutral,lizziemonster amp soo hungry
1957016339,worry,like possibility left side brain hurting thing called vp shunt possible death
1957016697,sadness,cancel wow
1957016818,worry,want make music profile money know write music know play instrument studio
1957017164,sadness,fairyfroggie yeah sad quot ravenclaw quot account love account bit
1957017177,worry,1 15 hear helicopter flying house kind weird news headache back boo
1957017320,worry,oh always lt 3
1957017333,neutral,back school m suhana last day ft okay playing altnoy
1957017486,neutral,poll trying get work powerpoint avail
1957017522,happiness,took math test today day test teacher say bring calculator luke confident teacher decided calcs
1957017595,happiness,omg concert awesome madrigal gave chill almost every piece brook also called alumnus didnt get go
1957017610,neutral,livestrongnj yeah terrible cockatoo hardest live emotional good thing found though
1957018061,sadness,late nothin 2
1957018162,worry,think vog making sicker think feeling slightly achy
1957018678,empty,thetombert watching harper island lol vodka involved
1957019034,worry,homework sux big time math worst
1957019121,neutral,nymo would better imo let play 3 song provided start quot get quot black
1957019458,neutral,3wordsaftersex never started
1957019556,sadness,sometimes wish thing could go back way beginning last summer
1957019715,worry,downloaded new twitterfon update thinking fixing typing problem new tweet
1957019766,empty,tarng trudy burnet one north one go
1957020180,sadness,feel way guess matter always meme
1957020385,happiness,30 minute treadmill done 30 minute today already gonna 20 minute
1957020390,worry,soo confused
1957020593,neutral,friend like vaiko ltte need enemy wrong advice wrong time led death amp lost cause well
1957020624,worry,work day 7 7
1957020702,happiness,chillin roomy wait zombie clwn cr gonna 6 8 week
1957020861,neutral,loove guitar playing think sound magnificent better
1957021039,worry,superjerry refund account take like week hoping thief use hack permaban
1957021224,neutral,im cry lol
1957021305,sadness,cute malay girl came room rent sadly think guyfreind bit misleading disappointing lol
1957021321,surprise,gurlstrange epicentre wheelock place 250 unit amp tourist starting today
1957021486,hate,hate new mt dew commercial one giant mosquito scare gross time
1957021631,neutral,come knight well 4 hour
1957022610,worry,super keen drive home rain additional concentration required really wanna deal
1957022799,surprise,foxxfiles aw u let secret
1957023061,surprise,freshypanda im sorry think stick least compared used look like
1957023133,worry,transport church wont making im crushed oh well time assignment suppose throat really hurt
1957023263,hate,hate see pregnant woman smokingg soo irresponsible n selfish saad ultimately baby one suffers
1957023739,hate,lie lie lie cant avoid lie practically everything
1957023842,neutral,twittascope rocking sock go away already
1957023917,neutral,driving back home forgot piece cake v_era
1957024334,worry,seemouserun tried jumping without trampoline like thud thud eaten cookie http myloc
1957025428,sadness,everytime send email coach feel need practice shitty ball lol
1957026475,sadness,pissing letting follow ericka
1957027495,sadness,going sleep peaceful wanted hear say good night happen good night everyone
1957027630,sadness,mum trying make feel ebtter stopping voting winning shortstack almost cried
1957027687,neutral,koifusionpdx close taco one spot late
1957027841,empty,msz_rockstar umm bout em aint get 2 see da game see dey survived anotha game da series due notin lebron im
1957028656,surprise,thinking much work
1957028775,worry,forgot live jonas brother facebook
1957028895,sadness,seen muffin two whole day
1957029111,sadness,yumifujii miss back give lesleyboudy regard
1957029634,surprise,gap year going quick
1957029641,worry,admit bit bummed friend walking today
1957029899,neutral,jennyvokals girl blunt soo thought right absolutly great day stressor come home
1957030196,worry,twitter hacked
1957030545,sadness,found mj mouse flat dj course none left size
1957030596,neutral,passingcarss wont time buy need new binder pa
1957030622,hate,lanacaitlin hahaha well try ugly
1957030793,neutral,25 man ulduar hard
1957031520,worry,even want know know vhemt go miss
1957031859,fun,oochelcyoo awesome weekend go moving sat lot fun though
1957032014,neutral,night night twitter world still cant believe thomas thing tomorrow gunna fun sad
1957032051,neutral,princess_oats happening
1957032114,surprise,oh hug
1957032127,neutral,oxygen8705 bored talking someone busy something else kinda bummer idk
1957032228,sadness,xoshayzers knoww thing samee lt 3
1957032539,worry,omg ness 11 18 pm need beup early set garage sale start 8am wish said 9am beat
1957033043,happiness,vinylvickxen kno doo yall partyin
1957033103,worry,okay twitter suddenly changed respond message
1957033219,neutral,ugh dad told read article kavya bee girl like
1957033558,worry,decided matter good hair look curly justify burn get curler hand covered suck
1957033776,sadness,going sleep gonna fall asleep playing apps tmrw going suck
1957033815,neutral,thabillcollecta yea gotta 7 30
1957033874,hate,hate bf beat da dog guess way teach
1957033901,worry,sprained ankle like really badly tore stuff hurt birthday weekend
1957034202,sadness,believe metal gear solid song stolen disappointed http bit ly
1957034289,hate,think may broke toe bar tonight thanks drunk girl
1957034434,neutral,one sale done today work balcony big theater w coworkers fun day void chili fry tip
1957034566,sadness,maczombierawr wish left 4 dead first need something play
1957034940,neutral,
1957034983,neutral,story reminds living portugal
1957035419,neutral,jhicks youre diabetic dad amp might sure still allowed eat sugar throughout day
1957035564,happiness,spilled beer leg wasted half beer home met cute girl good conversation
1957035950,hate,roommate tess_tickle love ignore
1957036183,neutral,make nacho tomorrow better would made
1957037405,neutral,mydailyroutine yeahh amp dont judge pillow
1957037860,relief,scary lightning thunder glad going sleep hope late school tomorow haha
1957038324,sadness,teeth head hurt
1957038398,sadness,hate rob zombie movie amp smell weed
1957038470,hate,jcwentz math science think dunno bout geography like 1 day study 1 2 year work
1957038475,boredom,waiting line tryst
1957038477,worry,hope get job cuz need apartment drunk amp miss lil punkin tehe
1957038763,worry,got home wanting read last chaper breaking dawn cause dont want beover
1957038970,worry,need held gnite
1957039203,worry,hanging sam billy veronica going school tomorrow take sam body shop dang car accident
1957039456,sadness,arrested development sad
1957039841,neutral,giggles_xo wicked time leaving come cant stay night
1957039894,sadness,omg keep losing follower sad want 90 one day thats goal
1957039922,sadness,feel deflated doggy
1957039947,worry,blood_rain wanna see hair hows everyone
1957040172,sadness,empty trash mac one difficult thing ever done life 8 00 picture gone
1957040395,sadness,im contacting paw philippine find quot tiger quot new owner im sad love dog soo much
1957040988,sadness,got home wanting read last chaper breaking dawn cause dont want
1957041569,worry,aww pray family everyone
1957041648,neutral,manual process taking 4ever outlook database pff crappy msft product
1957041745,sadness,fuudge movie store closed
1957041767,sadness,alo sad quiet empty tonight
1957041812,hate,hahahaha horrible others singing sure could work wish could afford drum set
1957041856,worry,wuzzyangel never answered dm sent need info
1957042008,worry,trying get pilot first season friday night light oh gosh pas tissue
1957042316,sadness,mona26 aw headed cancelled trip aussie
1957042474,worry,cystic infectection eye face swollen hurt
1957042509,worry,jose3030 think anyone caught
1957042579,empty,need sleeping even tired
1957042734,empty,0
1957042799,neutral,oh nevermind think thing unsalvageable
1957042862,neutral,lyin bed faar early
1957043226,sadness,sad christian lacroix file bankruptcy
1957043241,sadness,dont feel good fuckk
1957044366,boredom,agree work double shift
1957044680,worry,look like never go zoo
1957044694,worry,ohh poor girl email relying october mr
1957044783,neutral,medhurst play
1957044789,worry,moss1982 bad time
1957044935,hate,aarrgghh fu k hose leaked water new floating floor
1957045395,sadness,go dreaded dmv tomorrow
1957045641,neutral,bit ben thai ed
1957045692,happiness,english class working interactive oral
1957045940,worry,sharonhayes thank rec work
1957046053,neutral,sorry excited tomorrow night karaoke getting anything special bday
1957046090,worry,puppy gizmo h8s haha still growl always look back long pruple scar fingie
1957046631,worry,know ima work tomorrow wit body dis sore ugh
1957046815,neutral,7 11 w
1957047408,neutral,yeah plus little far walk pinocchio sushi
1957047569,worry,feeling pressure head always kick nasty headache looking forward
1957047571,sadness,taylor swift joe jonas looked really good together kinda sad broke
1957047787,worry,suppose turn sentence outline research paper within hour online neck hurt
1957047828,worry,lady across way miscarriage say prayer
1957048027,sadness,god want sleep
1957048703,hate,ksutt11 ohh thunderstorm boo always make power go
1957048870,worry,feel deflated doggy
1957049167,sadness,found book starting real paper bound journal tonight annoying zit lip make look like herpes
1957050633,hate,rocked nashville tonite one thing sucked encore like 80 still fun show pearcy hott bad boy look
1957050684,worry,feeling bad got bad news mum
1957050747,sadness,realblackwidow dun wanna
1957050890,sadness,imjustlalayone damn girl ya gotta let know get kit together amp got flyer next weekend quot
1957051517,sadness,justinodom dbl boo sick flippin blow bahaha kno dont many friend either feel lame haha
1957052167,neutral,brettyrocks thats thinking time gonna 1
1957052211,neutral,peep still fun time gotta sleep tho work cool hot chick none cool __ missing
1957052409,worry,feel like working think tweet often
1957052932,sadness,feel sick stomach idkk whyy
1957053170,worry,vineri nimic special sau probabil un alt weekend pierdut
1957053247,neutral,counting hour lost sunshine weekend
1957053338,surprise,justintevya dude saw sf pic look like mini excursion pretty kick as see sun tho
1957053409,relief,home safely hungry
1957053566,sadness,hello_jodie um thrown van yesterday taken er
1957055178,worry,got final table went third think getting free seat
1957055396,neutral,good morning work morning gutted lol nevermind
1957055530,hate,work morning friend get party stupid bberry lite flashing red message
1957055981,happiness,fb boring wanna sing right
1957056027,sadness,judyrey link work
1957056041,neutral,deedubau hahaha know anyone anything except power lol live bubble
1957056896,worry,um ya think cell dying
1957057026,worry,last day work sick bone
1957057469,worry,feel like house arrest
1957057586,neutral,love like war easy begin hard end
1957058130,surprise,heavenjones ur supposed bk tho
1957058219,worry,know shortage shell crab use beach due beach sad
1957058436,surprise,oh nighty night
1957058504,happiness,celldweller must new music sleep give u chapter 1 might die first though hurry
1957059348,sadness,stupid tooth hurt
1957059587,love,neyoofficial love song quot together quot quot quot song well think still
1957059671,neutral,ready go school
1957059917,sadness,turnitgrey computer broken broke laptop use phone ahh still cause fucked order
1957060283,neutral,richard_gable good holiday chalet sight look v similar one going home today
1957060439,worry,sad economy heard another friend losing job sad reminder
1957061418,worry,jarekpastor starting feel really panicky anxious something bad happened co seems like age
1957061527,worry,dog ran awayy
1957061884,hate,all_is_one84 suck bad
1957062262,worry,back top molar extracted swollen face numb toothache sinus pain
1957062621,relief,finished 8 hour texas life insurance ce tonight 22 hour go
1957062676,worry,anyone know good rap song need make rap fun cd idea hellpp
1957062698,love,want go peru summer ahh hopefully yesyesyes miss
1957062783,empty,exortabreedoll happen maid quit
1957062827,sadness,awake anybody else awake wish lived u since fun happens asleep
1957063783,hate,power lol damn savemart lost power could buy beer
1957063845,sadness,penguin_j heehee love tired
1957064177,worry,mobile phone refuse charge either battery broken chargerr boo
1957064253,worry,oh wish would get sign something send let call meet something
1957064566,worry,hmm thought u sleeping bad see video tomorrow night
1957064575,sadness,morning everyone sorry going early last night bad news felt totally crap today new day
1957064578,empty,went beach started raining
1957064908,sadness,wish parent put chinese school younger much easier get job
1957065570,relief,anthonylucas iainfunnell yeah physically moving apparently reporting directly mr hayward
1957065963,neutral,airport didnt show tonight homo
1957066120,worry,charloro jealous look like list toronto
1957066701,enthusiasm,want another tatt
1957067386,neutral,avalonabsinthe come erock left bah
1957067779,enthusiasm,need make lot money tomorrow
1957067988,sadness,room make sad
1957068229,worry,nearly fell asleep bed massive panic attack sure sleep
1957068585,neutral,gay made 200 tonight
1957068880,sadness,cocktailchic oh f ck completely forgot thirsty thursday oh gaga suck
1957069453,sadness,one people wrong world blame people great world living shit
1957070273,surprise,mandyalwaysknws nope sleeping cuz live east coast
1957070484,neutral,dravenreborn bet cool sr huh stopped sweating since noon dad packing
1957070534,sadness,meljachin eww dislike
1957070786,worry,tactical mistake going city library buying milk knew ouch ouch ouch maybe good thing try uni
1957070871,neutral,decided 2 trans frm relaxed 2 natural hair wish whole head looked like root age instant
1957071331,sadness,suzydunkley sorry bout cat
1957071583,neutral,need increase salary http plurk com p wxluu
1957072308,worry,stomach feel like touching ground full
1957072400,love,pug woke incredible sleep
1957072637,love,ddlovato wait hear new album sure amazing please replay love much
1957072682,worry,soo much work little time
1957072896,sadness,missed iron chef
1957073073,sadness,thevowel d version suck
1957073201,sadness,bad day
1957073668,enthusiasm,lilxamyx08 know ridiculous never got hang love chicago want go shopping trip sound like fun
1957073753,hate,hate net ayaw ng twitter http plurk com p wxlxs
1957073984,worry,ugh internet
1957074101,surprise,omg didnt tweet much today sadness
1957074214,worry,feeling giddy wanna go home
1957074267,neutral,week wasnt without adam lambert performance
1957074812,neutral,rockingjude link work
1957074977,worry,packing last day youth camp
1957075035,neutral,gossip girl coming back
1957075180,neutral,smh hiphop nursery rhyme
1957075229,worry,somebody please save polar bear
1957075268,happiness,pandamayhem noo look lot picture lol lol
1957075370,surprise,really sleepy bored right word much work
1957075457,worry,come attention friend recently gained ton weight know
1957075557,worry,guess im staying home tonight movie ing
1957076048,sadness,went cd store search cd
1957076214,worry,buzzedition reminds weather month ago horrible hope well hug
1957076433,sadness,miss mom quot may angel lead quot
1957076450,love,really android twitter app tweetie
1957076577,hate,jacksonville beach walking cold as water work morning ily lt gt
1957077528,neutral,taylor_d
1957077552,sadness,chocolovere feel way every day
1957077564,sadness,sleep suck one day sleep get go shopping mom ugh
1957077934,neutral,crunchmonkey78 well got home till tmw comcast right didnt miss
1957078157,sadness,sleppytime really missing godfather right love wayne
1957078740,sadness,headache right suck
1957079130,worry,jaydz hope ya sleepin well guy still
1957079355,fun,finished color drawing come
1957079403,sadness,lakers baby lakers miss game tmwr work keep posted please
1957079496,sadness,comfort food day pan mee though didnt taste good
1957079533,worry,damn drunk hot suck
1957079568,sadness,miss baby
1957079622,worry,sleeping paperwork
1957079972,worry,showered ice cold water sweating mean one thing sick
1957080150,worry,midnight cry wish person wanted wanted right
1957080521,neutral,mousebudden need follow real quick cause dm
1957080579,sadness,poorly sleep
1957080963,worry,went pole class feeling discouraged hopeless cone dancing sexy move spreading leg
1957081280,worry,roasterboy poor unfortunate soul appear pant http blip fm 78qvz
1957081795,worry,damohopo stephanieellen told often wash hair would never speak
1957082086,worry,look like another sleepless night dedicated homework sorry advance m chapman
1957082503,worry,jessicaduncan http twitpic com 662vk u lot mock
1957082536,worry,didnt say goodnight
1957082538,hate,abguerraartist pussy damnit sending e mail right btw
1957082926,sadness,work tom
1957082939,neutral,hongkong international airport wait 3 4 hour next flight cebu
1957083056,neutral,sleep nothing tv
1957083084,love,pic uploaded baby pic cat missy adult pretty little kitty batty kitten heaven
1957083230,neutral,kalliet oh superseeded good enough
1957083616,sadness,today say goodbye second good friend week dmp least sun shinning definately working pm
1957083641,anger,fuckin transtelecom
1957083786,boredom,really really bored guess go bed
1957083910,worry,syo_of_the_dead met stranger 10 min ago stalking store
1957084165,surprise,tee beefin u supposed leavin
1957084166,sadness,sometimes thing say hurt one love unintentionally never ever take back fix
1957084446,sadness,nickk_ suck
1957084552,neutral,dorkydeanna ii know mean
1957084638,sadness,fever dont feel work
1957084742,worry,taking horse pill hoping get sleep tonight
1957084935,neutral,pgpm student pgpm student 4 year back wish could stay one
1957084945,sadness,missing meldibiase 6 day pas quick enough
1957085151,hate,juliaiivir hey school hate place
1957085211,sadness,working home today back killing doctor physio later today
1957085406,neutral,back work distraction
1957086137,happiness,ddlovato demi say hi enough replay please love much
1957086150,neutral,aww never noticed http bit ly rconp
1957086168,neutral,heavyharts suck well state start tomorrow im headin 2 bed nitey nite
1957086444,worry,look like going nice work today annoying choice
1957086920,neutral,mygoldmask guy keep set list forgot ask one xx
1957087043,neutral,first impression silverlight sadly based saw today quite problematic
1957087059,worry,desperatly hoping dad take vanessa game
1957087780,worry,hi fuck job
1957087793,sadness,missing deeply
1957088016,neutral,time go bed get go work
1957088179,happiness,mrssunshine96 big vanessa going 3 september going fast hard cuz im workin much miss alot
1957088224,sadness,ravel sniff sniff take care ravel hopefully chatting soon mean time hella miss
1957088340,neutral,lucky want teleport
1957088574,worry,somebody please save polar bear
1957088900,worry,nose runny head pounding teeth hurt like bitch man feel awful
1957089208,sadness,want leave
1957089386,relief,headin home refreshed mind soul justa lil bit bac reality
1957089465,happiness,good lord seen agency work upcoming open day money jam
1957089708,empty,wut
1957089935,anger,working fridaayy
1957090025,worry,grove drag hell hope suck
1957090285,worry,nolaevol feel like shit saying happy belated birfdayy month late
1957090408,sadness,lmao thats sad kinda 4rom goin shit wack
1957090493,surprise,got home work 9 45 finished cleaning need eat dinner know want ugh oh well might eat
1957090496,sadness,willynorthpole wish
1957090643,sadness,miss little batty 3 month old got sick always fun full life lt 3 even end
1957091075,neutral,fc finally time hate keep happening
1957091147,neutral,seriously bored without anyone talk tired enough sleep
1957091327,sadness,morning hate morning offensive
1957091357,neutral,keytar still give computer break omg
1957091372,sadness,bed bed bed never answer text anymore thought day sent one never heard back sad day
1957091954,neutral,u
1957092017,sadness,waah longer peep
1957092623,sadness,angelica_yo lol wow dawg sound like playing feel bad haha
1957092921,surprise,deep
1957093069,happiness,little foster kitten getting big winston going 2 b missed get amazing home
